AOBC,Capital Goods,Ordnance And Accessories
MYGN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BPFH,Finance,Major Banks
NCMI,Consumer Services,Advertising
INTG,Consumer Services,Building operators
LMNX,Health Care,Medical/Dental Instruments
INTC,Technology,Semiconductors
INTL,Finance,Investment Bankers/Brokers/Service
RGLS,Health Care,Major Pharmaceuticals
SUNW,Public Utilities,Telecommunications Equipment
INTU,Technology,Computer Software: Prepackaged Software
UCFC,Finance,Banks
BOFI,Finance,Savings Institutions
GOV,Finance,Real Estate
XCRA,Capital Goods,Electrical Products
INTX,Technology,EDP Services
RNST,Finance,Major Banks
HGSH,Finance,Real Estate
VICL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GIGM,Technology,"Computer Software: Programming, Data Processing"
PRTA,Health Care,Major Pharmaceuticals
LCNB,Finance,Major Banks
JIVE,Technology,EDP Services
GTLS,Capital Goods,Metal Fabrications
GIGA,Capital Goods,Electrical Products
ZAGG,Consumer Services,Other Specialty Stores
PRIM,Basic Industries,Water Supply
GCVRZ,Health Care,Major Pharmaceuticals
WSTG,Technology,Retail: Computer Software & Peripheral Equipment
ZUMZ,Consumer Services,Clothing/Shoe/Accessory Stores
CCMP,Technology,Semiconductors
ULBI,Miscellaneous,Industrial Machinery/Components
LTBR,Consumer Services,Professional Services
ARII,Capital Goods,Railroads
TSRI,Technology,EDP Services
OMAB,Transportation,Aerospace
TGLS,Consumer Durables,Electronic Components
BCBP,Finance,Savings Institutions
OHGI,Public Utilities,Telecommunications Equipment
ARIS,Technology,"Computer Software: Programming, Data Processing"
WSTL,Public Utilities,Telecommunications Equipment
BUSE,Finance,Major Banks
HSON,Technology,Professional Services
KBWD,n/a,n/a
IART,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FORTY,Technology,EDP Services
XIV,Finance,Investment Bankers/Brokers/Service
RNET,Consumer Services,Telecommunications Equipment
TRMK,Finance,Major Banks
HAS,Consumer Non-Durables,Recreational Products/Toys
OVBC,Finance,Major Banks
TOWN,n/a,n/a
RBCAA,Finance,Major Banks
VIAB,Consumer Services,Television Services
SPEX,Miscellaneous,Multi-Sector Companies
LNDC,Basic Industries,Major Chemicals
CEMP,Health Care,Major Pharmaceuticals
CEMI,Health Care,Major Pharmaceuticals
IIJI,Technology,"Computer Software: Programming, Data Processing"
KALU,Capital Goods,Metal Fabrications
HQCL,Technology,Semiconductors
EML,Capital Goods,Industrial Machinery/Components
HELE,Consumer Durables,Home Furnishings
WTBA,Finance,Major Banks
CNSL,Public Utilities,Telecommunications Equipment
SMSI,Technology,Computer Software: Prepackaged Software
NVLN,Health Care,Major Pharmaceuticals
DCTH,Health Care,Medical/Dental Instruments
IIVI,Capital Goods,Electronic Components
IMNP,Health Care,Major Pharmaceuticals
OLED,Capital Goods,Electrical Products
CLCT,Miscellaneous,Business Services
FBSS,Finance,Major Banks
TMUS,Public Utilities,Telecommunications Equipment
CLUB,Consumer Services,Hotels/Resorts
FOX,Consumer Services,Television Services
HFWA,Finance,Banks
ECHO,Transportation,Oil Refining/Marketing
FUND,n/a,n/a
FUNC,Finance,Major Banks
TSRO,Health Care,Major Pharmaceuticals
PDFS,Technology,EDP Services
CPIX,Health Care,Major Pharmaceuticals
SYUT,Consumer Non-Durables,Packaged Foods
AINV,n/a,n/a
GULF,n/a,n/a
ULTI,Technology,Computer Software: Prepackaged Software
SAL,Finance,Savings Institutions
MKTX,Finance,Investment Bankers/Brokers/Service
QADB,Technology,Computer Software: Prepackaged Software
WWD,Energy,Industrial Machinery/Components
QADA,Technology,Computer Software: Prepackaged Software
TFSL,Finance,Savings Institutions
ILG,Finance,Real Estate
FSC,n/a,n/a
PEY,n/a,n/a
PEZ,n/a,n/a
FISI,Finance,Major Banks
RELV,Health Care,Major Pharmaceuticals
DAVE,Consumer Services,Restaurants
FISV,Technology,EDP Services
FSZ,n/a,n/a
UONE,Consumer Services,Broadcasting
CASC,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CASM,Health Care,Medical/Dental Instruments
PZZA,Consumer Services,Restaurants
CASI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,Finance,Savings Institutions
SNLN,n/a,n/a
CASS,Miscellaneous,Business Services
AMWD,Basic Industries,Forest Products
OREX,Health Care,Major Pharmaceuticals
SIVBO,Finance,Major Banks
CASY,Consumer Durables,Automotive Aftermarket
SHEN,Public Utilities,Telecommunications Equipment
UONEK,Consumer Services,Broadcasting
MTGE,Consumer Services,Real Estate Investment Trusts
CAAS,Capital Goods,Auto Parts:O.E.M.
GROW,Finance,Investment Managers
ALIM,Health Care,Major Pharmaceuticals
SGBK,n/a,n/a
FCEL,Miscellaneous,Industrial Machinery/Components
NYMT,Consumer Services,Real Estate Investment Trusts
BLMN,Consumer Services,Restaurants
RDCM,Technology,Computer peripheral equipment
TYPE,Technology,EDP Services
TELL,Energy,Oil & Gas Production
FNSR,Technology,Semiconductors
RECN,Miscellaneous,Business Services
PDCO,Health Care,Medical Specialities
INSG,Consumer Durables,Telecommunications Equipment
AXGN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AIQ,Health Care,Medical Specialities
INSM,Health Care,Major Pharmaceuticals
VDSI,Technology,EDP Services
DFVS,Finance,Commercial Banks
DFVL,Finance,Commercial Banks
CUTR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRT,Capital Goods,Auto Parts:O.E.M.
AIA,n/a,n/a
TVTY,Health Care,Hospital/Nursing Management
MNST,Consumer Non-Durables,Beverages (Production/Distribution)
FHCO,Basic Industries,Specialty Chemicals
SQBG,Consumer Non-Durables,Apparel
STRM,Technology,EDP Services
TXN,Technology,Semiconductors
STRL,Basic Industries,Military/Government/Technical
UTHR,Health Care,Major Pharmaceuticals
CBRL,Consumer Services,Restaurants
XTLB,Health Care,Major Pharmaceuticals
CARZ,n/a,n/a
RCKY,Consumer Non-Durables,Shoe Manufacturing
SATS,Technology,Radio And Television Broadcasting And Communications Equipment
HOTR,Consumer Services,Restaurants
BNSO,Capital Goods,Industrial Machinery/Components
ASYS,Technology,Industrial Machinery/Components
NUTR,Consumer Durables,Specialty Chemicals
DXCM,Health Care,Medical/Dental Instruments
ESEA,Transportation,Marine Transportation
VIAV,Technology,Semiconductors
CDOR,Consumer Services,Real Estate Investment Trusts
HSNI,Consumer Services,Other Specialty Stores
CTRN,Consumer Services,Clothing/Shoe/Accessory Stores
HBK,Finance,Savings Institutions
RRGB,Consumer Services,Restaurants
FTEK,Capital Goods,Pollution Control Equipment
EGOV,Miscellaneous,Business Services
TIVO,Miscellaneous,Multi-Sector Companies
FFHL,Capital Goods,Specialty Chemicals
SHLO,Capital Goods,Industrial Specialties
CIGI,Finance,Real Estate
CTRP,Miscellaneous,Business Services
WAFD,Finance,Major Banks
CENX,Basic Industries,Aluminum
CRZO,Energy,Oil & Gas Production
CENT,Consumer Durables,Consumer Specialties
CGNX,Capital Goods,Industrial Machinery/Components
SODA,Consumer Durables,Consumer Electronics/Appliances
FFBCW,Finance,Major Banks
CGNT,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BWLD,Consumer Services,Restaurants
PRFZ,n/a,n/a
PFSW,Miscellaneous,Business Services
HAFC,Finance,Major Banks
SAFM,Consumer Non-Durables,Meat/Poultry/Fish
TTNP,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SVA,Health Care,Major Pharmaceuticals
HOFT,Consumer Durables,Home Furnishings
JVA,Consumer Non-Durables,Food Distributors
FGBI,Finance,Savings Institutions
MDSO,Technology,Computer Software: Prepackaged Software
BWINB,Finance,Property-Casualty Insurers
XPER,Technology,Semiconductors
BOKF,Finance,Major Banks
AMKR,Technology,Semiconductors
VNQI,n/a,n/a
FONE,n/a,n/a
DNBF,Finance,Major Banks
FLL,Consumer Services,Hotels/Resorts
FLN,n/a,n/a
GMLP,Consumer Services,Marine Transportation
SFST,Finance,Major Banks
UFCS,Finance,Property-Casualty Insurers
FONR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LKQ,Consumer Services,Motor Vehicles
CVCO,Basic Industries,Homebuilding
ORBK,Capital Goods,Industrial Machinery/Components
EFII,Technology,Computer Communications Equipment
BLMT,Finance,Major Banks
BDGE,Finance,Major Banks
APLP,Public Utilities,Natural Gas Distribution
TRS,Capital Goods,Industrial Specialties
AGIIL,Finance,Specialty Insurers
NCTY,Miscellaneous,Business Services
LCUT,Capital Goods,Industrial Machinery/Components
WCST,Consumer Services,Television Services
BKEPP,Energy,Natural Gas Distribution
HTBI,Finance,Savings Institutions
SHBI,Finance,Major Banks
FMNB,Finance,Major Banks
RAND,n/a,n/a
GLBZ,Finance,Major Banks
GLBS,Transportation,Marine Transportation
GLBR,Finance,Investment Bankers/Brokers/Service
NXTM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FLDM,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MPVD,Basic Industries,Precious Metals
BMTC,Finance,Major Banks
KLAC,Capital Goods,Electronic Components
SCSC,Technology,Retail: Computer Software & Peripheral Equipment
AGYS,Technology,EDP Services
DRWI,Public Utilities,Telecommunications Equipment
RRD,Miscellaneous,Publishing
XBKS,Finance,Major Banks
TECH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCRI,Consumer Services,Hotels/Resorts
TECD,Technology,Retail: Computer Software & Peripheral Equipment
DMLP,Energy,Oil & Gas Production
QVCA,Consumer Services,Catalog/Specialty Distribution
QVCB,Consumer Services,Catalog/Specialty Distribution
FPAY,Technology,Diversified Commercial Services
BCOM,Consumer Services,Telecommunications Equipment
SHPG,Health Care,Major Pharmaceuticals
BLRX,Health Care,Major Pharmaceuticals
BCOV,Technology,EDP Services
ABUS,Health Care,Major Pharmaceuticals
BCOR,Technology,EDP Services
PENN,Consumer Services,Hotels/Resorts
DRAM,Technology,Electronic Components
RDI,Consumer Services,Movies/Entertainment
NTIC,Capital Goods,Industrial Specialties
ICON,Consumer Non-Durables,Shoe Manufacturing
FRME,Finance,Major Banks
FBZ,n/a,n/a
BIDU,Technology,"Computer Software: Programming, Data Processing"
IPAR,Consumer Non-Durables,Package Goods/Cosmetics
IPAS,Technology,EDP Services
NLNK,Health Care,Major Pharmaceuticals
CMTL,Technology,Radio And Television Broadcasting And Communications Equipment
FNBG,Finance,Major Banks
GBDC,n/a,n/a
SEED,Consumer Non-Durables,Farming/Seeds/Milling
MXIM,Technology,Semiconductors
SMTX,Technology,Electrical Products
NFBK,Finance,Savings Institutions
PCAR,Capital Goods,Auto Manufacturing
DTYS,Finance,Commercial Banks
GDEN,Consumer Services,Services-Misc. Amusement & Recreation
ACST,Health Care,Major Pharmaceuticals
TTGT,Miscellaneous,Business Services
SAUC,Consumer Services,Restaurants
PXI,n/a,n/a
SGC,Consumer Non-Durables,Apparel
DTYL,Finance,Commercial Banks
PBSK,Finance,Savings Institutions
MSLI,Health Care,Major Pharmaceuticals
FPA,n/a,n/a
JXSB,Finance,Savings Institutions
CWST,Public Utilities,Environmental Services
SAJA,Miscellaneous,Business Services
IRCP,Consumer Services,Building operators
AHPI,Health Care,Industrial Specialties
CCXI,Health Care,Major Pharmaceuticals
SOFO,Technology,Radio And Television Broadcasting And Communications Equipment
MRTN,Transportation,Trucking Freight/Courier Services
INDY,n/a,n/a
CATM,Miscellaneous,Business Services
CATS,Health Care,Hospital/Nursing Management
INDB,Finance,Major Banks
CATY,Finance,Major Banks
AMTD,Finance,Investment Bankers/Brokers/Service
PNRG,Energy,Oil & Gas Production
PSMT,Consumer Services,Department/Specialty Retail Stores
SIR,Consumer Services,Real Estate Investment Trusts
TITN,Consumer Services,Other Specialty Stores
CIVB,Finance,Major Banks
LSTR,Transportation,Trucking Freight/Courier Services
POPE,Consumer Non-Durables,Environmental Services
GAIN,n/a,n/a
GAIA,Consumer Services,Movies/Entertainment
ACET,Health Care,Other Pharmaceuticals
SSYS,Technology,Computer peripheral equipment
EXAS,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MARPS,Energy,Oil & Gas Production
OIIM,Technology,Semiconductors
AVAV,Capital Goods,Aerospace
GCBC,Finance,Banks
TAX,Miscellaneous,Multi-Sector Companies
MDRX,Technology,EDP Services
TWMC,Consumer Services,Consumer Electronics/Video Chains
CSIQ,Technology,Semiconductors
NYMX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IXUS,n/a,n/a
PVTBP,Finance,Major Banks
IDXG,Health Care,Medical/Dental Instruments
FLXS,Consumer Durables,Home Furnishings
LION,Finance,Major Banks
CSII,Health Care,Medical/Dental Instruments
AMZN,Consumer Services,Catalog/Specialty Distribution
PACW,Finance,Major Banks
RPRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ITRI,Capital Goods,Electrical Products
PTEN,Energy,Oil & Gas Production
RICK,Consumer Services,Restaurants
PACB,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ITRN,Consumer Non-Durables,Electronic Components
SHSP,Technology,Computer Software: Prepackaged Software
SBNYW,Finance,Major Banks
USEG,Energy,Oil & Gas Production
EMCI,Finance,Property-Casualty Insurers
HBMD,Finance,Major Banks
EMCF,Finance,Major Banks
TST,Consumer Services,Newspapers/Magazines
PSCU,n/a,n/a
LTRX,Technology,Computer Communications Equipment
APOG,Capital Goods,Auto Parts:O.E.M.
AROW,Finance,Major Banks
UGLD,Finance,Investment Bankers/Brokers/Service
PSCI,n/a,n/a
UIHC,Finance,Property-Casualty Insurers
NXPI,Technology,Semiconductors
SNPS,Technology,Computer Software: Prepackaged Software
MHLD,Finance,Property-Casualty Insurers
IGLD,Public Utilities,Telecommunications Equipment
KVHI,Technology,Radio And Television Broadcasting And Communications Equipment
BCRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FFIV,Technology,Computer Communications Equipment
MSTR,Technology,Computer Software: Prepackaged Software
FFIN,Finance,Major Banks
TRCH,Energy,Oil & Gas Production
FFIC,Finance,Major Banks
TRCB,Finance,Major Banks
DSLV,Finance,Investment Bankers/Brokers/Service
SAIA,Transportation,Trucking Freight/Courier Services
UFPI,Basic Industries,Forest Products
PRGS,Technology,Computer Software: Prepackaged Software
PSCD,n/a,n/a
PSCE,n/a,n/a
PRGX,Consumer Services,Diversified Commercial Services
EVLV,Consumer Services,Catalog/Specialty Distribution
ABTL,Technology,"Computer Software: Programming, Data Processing"
BANFP,Finance,Major Banks
IDTI,Technology,Semiconductors
RBCN,Technology,Semiconductors
UBOH,Finance,Major Banks
FCA,n/a,n/a
LQDT,Miscellaneous,Business Services
AMED,Health Care,Medical/Nursing Services
SMCI,Technology,Computer Manufacturing
FMK,n/a,n/a
CLSN,Health Care,Major Pharmaceuticals
THLD,Health Care,Major Pharmaceuticals
TSCO,Consumer Services,RETAIL: Building Materials
WASH,Finance,Major Banks
SP,Consumer Services,Rental/Leasing Companies
UNFI,Consumer Non-Durables,Food Distributors
QABA,n/a,n/a
PGLC,Basic Industries,Precious Metals
OVLY,Finance,Major Banks
ORMP,Health Care,Major Pharmaceuticals
BYFC,Finance,Savings Institutions
QRHC,Technology,Diversified Commercial Services
CAR,Consumer Services,Rental/Leasing Companies
IBB,n/a,n/a
YRCW,Transportation,Trucking Freight/Courier Services
VCIT,n/a,n/a
PRSC,Consumer Services,Transportation Services
CAC,Finance,Major Banks
BNCL,Finance,Savings Institutions
BNCN,Finance,Major Banks
PGC,Finance,Commercial Banks
INCY,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PGJ,n/a,n/a
BKEP,Energy,Natural Gas Distribution
FANH,Finance,Specialty Insurers
HIHO,Capital Goods,Metal Fabrications
PME,n/a,n/a
VTIP,n/a,n/a
FLEX,Technology,Electrical Products
AKRX,Health Care,Major Pharmaceuticals
UNTY,Finance,Major Banks
DYSL,Capital Goods,Industrial Machinery/Components
MMSI,Health Care,Medical/Dental Instruments
RAIL,Capital Goods,Railroads
CWBC,Finance,Major Banks
GRID,n/a,n/a
CACC,Finance,Finance: Consumer Services
CACB,Finance,Major Banks
ZIOP,Health Care,Major Pharmaceuticals
GNUS,Consumer Services,Movies/Entertainment
SIMO,Technology,Semiconductors
GLAD,n/a,n/a
ALKS,Health Care,Major Pharmaceuticals
BLKB,Technology,Computer Software: Prepackaged Software
CDZI,Public Utilities,Water Supply
SSB,Finance,Major Banks
HBANP,Finance,Major Banks
UTSI,Consumer Durables,Telecommunications Equipment
TCPC,n/a,n/a
NUVA,Health Care,Medical/Dental Instruments
COWN,Finance,Investment Bankers/Brokers/Service
LINU,Consumer Services,Services-Misc. Amusement & Recreation
FSFG,Finance,Savings Institutions
HDNG,Capital Goods,Industrial Machinery/Components
RCII,Technology,Diversified Commercial Services
CSFL,Finance,Major Banks
LINK,Technology,Computer peripheral equipment
GPIC,Consumer Non-Durables,Recreational Products/Toys
NWFL,Finance,Major Banks
LINC,Consumer Services,Other Consumer Services
PLUG,Energy,Industrial Machinery/Components
CBFV,Finance,Major Banks
LONE,Energy,Oil & Gas Production
AOSL,Technology,Semiconductors
CTBI,Finance,Major Banks
PLUS,Technology,Retail: Computer Software & Peripheral Equipment
MEOH,Basic Industries,Major Chemicals
WCFB,Finance,Major Banks
PCRX,Health Care,Major Pharmaceuticals
RNVA,Health Care,Precision Instruments
DFFN,Health Care,Major Pharmaceuticals
URBN,Consumer Services,Clothing/Shoe/Accessory Stores
AYA,Technology,"Computer Software: Programming, Data Processing"
MAYS,Consumer Services,Building operators
FNCX,Technology,"Computer Software: Programming, Data Processing"
VIRC,Consumer Durables,Industrial Specialties
EGHT,Public Utilities,Telecommunications Equipment
PYZ,n/a,n/a
CLRB,Health Care,Major Pharmaceuticals
QUMU,Technology,Computer Software: Prepackaged Software
ESGR,Finance,Property-Casualty Insurers
NLST,Technology,Semiconductors
ACTA,Technology,EDP Services
SAVE,Transportation,Air Freight/Delivery Services
HTBK,Finance,Major Banks
ACTG,Miscellaneous,Multi-Sector Companies
ATSG,Transportation,Air Freight/Delivery Services
RILY,Miscellaneous,Business Services
ISNS,Capital Goods,Industrial Machinery/Components
DXYN,Consumer Durables,Home Furnishings
ECYT,Health Care,Major Pharmaceuticals
LAYN,Basic Industries,Engineering & Construction
BBRY,Public Utilities,Telecommunications Equipment
ONVI,Miscellaneous,Business Services
PPHM,Health Care,Major Pharmaceuticals
DENN,Consumer Services,Restaurants
ONVO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IIIN,Capital Goods,Steel/Iron Ore
NETE,Technology,EDP Services
EA,Technology,Computer Software: Prepackaged Software
TBBK,Finance,Major Banks
ACFC,Finance,Savings Institutions
MGI,Miscellaneous,Business Services
BBGI,Consumer Services,Broadcasting
TXRH,Consumer Services,Restaurants
OTEL,Public Utilities,Telecommunications Equipment
MLAB,Capital Goods,Industrial Machinery/Components
FOLD,Health Care,Major Pharmaceuticals
RFIL,Capital Goods,Electrical Products
WSFSL,Finance,Major Banks
OTEX,Technology,EDP Services
CYCCP,Health Care,Major Pharmaceuticals
CLRO,Public Utilities,Telecommunications Equipment
ADSK,Technology,Computer Software: Prepackaged Software
DWAQ,n/a,n/a
DWAS,n/a,n/a
APPS,Miscellaneous,Multi-Sector Companies
LBIX,Consumer Non-Durables,Beverages (Production/Distribution)
MDIV,n/a,n/a
GEVO,Basic Industries,Major Chemicals
LBIO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AIMC,Capital Goods,Industrial Machinery/Components
AVNW,Technology,Radio And Television Broadcasting And Communications Equipment
MDGL,Health Care,Major Pharmaceuticals
TLT,n/a,n/a
BFIN,Finance,Savings Institutions
BIOL,Health Care,Medical/Dental Instruments
ITIC,Finance,Specialty Insurers
ARNA,Health Care,Major Pharmaceuticals
HNRG,Energy,Coal Mining
AREX,Energy,Oil & Gas Production
LTEA,Consumer Non-Durables,Beverages (Production/Distribution)
EXPD,Transportation,Oil Refining/Marketing
ACRX,Health Care,Major Pharmaceuticals
CWCO,Public Utilities,Water Supply
TSLA,Capital Goods,Auto Manufacturing
KBWR,n/a,n/a
DWSN,Energy,Oil & Gas Production
SINO,Transportation,Oil Refining/Marketing
CADC,Basic Industries,Engineering & Construction
ABIO,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
WBA,Health Care,Medical/Nursing Services
MRDN,Basic Industries,Miscellaneous
SINA,Technology,Computer Software: Prepackaged Software
PNBK,Finance,Major Banks
TEAR,Health Care,Medical/Dental Instruments
UVSP,Finance,Major Banks
ARRS,Technology,Radio And Television Broadcasting And Communications Equipment
PEIX,Basic Industries,Major Chemicals
ALJJ,Miscellaneous,Business Services
ARRY,Health Care,Major Pharmaceuticals
AKAM,Miscellaneous,Business Services
BEAT,Health Care,Medical Specialities
GLRE,Finance,Property-Casualty Insurers
XOMA,Health Care,Major Pharmaceuticals
ALXN,Health Care,Major Pharmaceuticals
ICAD,Health Care,Medical/Dental Instruments
AEMD,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IPCC,Finance,Property-Casualty Insurers
TESO,Energy,Metal Fabrications
UBNK,Finance,Banks
KEQU,Capital Goods,Medical Specialities
ULTA,Consumer Services,Other Specialty Stores
IPCI,Health Care,Major Pharmaceuticals
IMMY,Health Care,Major Pharmaceuticals
NKTR,Health Care,Major Pharmaceuticals
FIBK,Finance,Major Banks
IFGL,n/a,n/a
IMMR,Technology,Computer peripheral equipment
IMMU,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ROLL,Capital Goods,Metal Fabrications
TLF,Consumer Non-Durables,Apparel
NFLX,Consumer Services,Consumer Electronics/Video Chains
CVCY,Finance,Major Banks
BPTH,Health Care,Major Pharmaceuticals
FNLC,Finance,Major Banks
AGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WRLD,Finance,Finance: Consumer Services
OSIS,Technology,Semiconductors
KCAP,n/a,n/a
IRWD,Health Care,Major Pharmaceuticals
DVCR,Health Care,Hospital/Nursing Management
ENSG,Health Care,Hospital/Nursing Management
CLNE,Public Utilities,Natural Gas Distribution
EXEL,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FRAN,Consumer Services,Clothing/Shoe/Accessory Stores
FVE,Health Care,Hospital/Nursing Management
AWRE,Technology,Computer Software: Prepackaged Software
IAC,Consumer Services,Other Specialty Stores
CLNT,Technology,Industrial Machinery/Components
BGCP,Finance,Investment Bankers/Brokers/Service
NYNY,Consumer Services,Restaurants
VONE,n/a,n/a
VALU,Finance,Investment Managers
CAVM,Technology,Semiconductors
PHO,n/a,n/a
NWLI,Finance,Life Insurance
ZIXI,Technology,EDP Services
CHNR,Basic Industries,Precious Metals
INBK,Finance,Major Banks
SHLM,Basic Industries,Major Chemicals
CRMT,Consumer Durables,Automotive Aftermarket
RVLT,Consumer Durables,Building Products
ESRX,Health Care,Medical/Nursing Services
VONG,n/a,n/a
CTAS,Consumer Non-Durables,Apparel
PMBC,Finance,Major Banks
XRDC,n/a,n/a
TRST,Finance,Major Banks
ACGL,Finance,Property-Casualty Insurers
HOVNP,Capital Goods,Homebuilding
OKSB,Finance,Major Banks
IXYS,Technology,Semiconductors
AMNB,Finance,Major Banks
HBP,Consumer Services,RETAIL: Building Materials
GEC,Technology,Computer Software: Prepackaged Software
MAGS,Consumer Durables,Telecommunications Equipment
HWKN,Consumer Durables,Specialty Chemicals
IBKC,Finance,Major Banks
SIRI,Consumer Services,Broadcasting
CSGS,Technology,EDP Services
CSGP,Miscellaneous,Business Services
IBKR,Finance,Investment Bankers/Brokers/Service
EBTC,Finance,Major Banks
MCHI,n/a,n/a
NOVT,Miscellaneous,Industrial Machinery/Components
STBZ,Finance,Major Banks
TWIN,Technology,Industrial Machinery/Components
UCBI,Finance,Major Banks
MCHX,Miscellaneous,Business Services
RNWK,Technology,EDP Services
CBIO,Health Care,Major Pharmaceuticals
MCHP,Technology,Semiconductors
FIVE,Consumer Services,Department/Specialty Retail Stores
OPHC,Finance,Major Banks
MPWR,Technology,Semiconductors
ATLO,Finance,Major Banks
ATLC,Finance,Finance: Consumer Services
REXX,Energy,Oil & Gas Production
PRFT,Technology,EDP Services
OMEX,Consumer Services,Marine Transportation
NSIT,Consumer Services,Catalog/Specialty Distribution
OPTT,Public Utilities,Electric Utilities: Central
COOL,Technology,Computer Software: Prepackaged Software
RTRX,Health Care,Major Pharmaceuticals
ATRC,Health Care,Medical/Dental Instruments
ANSS,Technology,Computer Software: Prepackaged Software
VTGN,Health Care,Major Pharmaceuticals
ATRI,Health Care,Medical/Dental Instruments
YORW,Public Utilities,Water Supply
SMMF,Finance,Major Banks
ATRO,Capital Goods,Military/Government/Technical
ATRS,Health Care,Medical/Dental Instruments
SLMBP,Finance,Finance: Consumer Services
BCPC,Basic Industries,Major Chemicals
TISA,Technology,Computer peripheral equipment
MLNK,Miscellaneous,Business Services
PYDS,Finance,Investment Bankers/Brokers/Service
MLNX,Technology,Semiconductors
GNTX,Capital Goods,Auto Parts:O.E.M.
FFKT,Finance,Major Banks
MBFI,Finance,Major Banks
PPIH,Capital Goods,Pollution Control Equipment
SFBC,Finance,Savings Institutions
ETRM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ARCW,Capital Goods,Metal Fabrications
BCLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBS,Finance,Major Banks
ARCB,Transportation,Trucking Freight/Courier Services
ARCC,n/a,n/a
WTFC,Finance,Major Banks
ARCI,Consumer Services,Home Furnishings
QCLN,n/a,n/a
LEDS,Technology,Semiconductors
KGJI,Miscellaneous,Business Services
KERX,Health Care,Major Pharmaceuticals
EMITF,Consumer Services,Building operators
ROCK,Capital Goods,Steel/Iron Ore
FAB,n/a,n/a
FRPH,Finance,Real Estate
PDLI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FAD,n/a,n/a
GOOG,Technology,"Computer Software: Programming, Data Processing"
GOOD,Consumer Services,Real Estate
ADRU,n/a,n/a
DEST,Consumer Services,Clothing/Shoe/Accessory Stores
VECO,Technology,Industrial Machinery/Components
SFLY,Miscellaneous,Other Consumer Services
ADRA,n/a,n/a
SPOK,Public Utilities,Telecommunications Equipment
ADRE,n/a,n/a
ADRD,n/a,n/a
ICPT,Health Care,Major Pharmaceuticals
MNTA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MPAA,Capital Goods,Auto Parts:O.E.M.
MIDD,Technology,Industrial Machinery/Components
WBMD,Miscellaneous,Business Services
LLNW,Miscellaneous,Business Services
SBLK,Transportation,Marine Transportation
ANIK,Health Care,Medical/Dental Instruments
FRBK,Finance,Major Banks
WLDN,Consumer Services,Military/Government/Technical
HMNY,Consumer Services,Other Consumer Services
BLIN,Technology,Computer Software: Prepackaged Software
AAXN,Capital Goods,Ordnance And Accessories
HMNF,Finance,Savings Institutions
AAXJ,n/a,n/a
CLMT,Energy,Integrated oil Companies
BKMU,Finance,Savings Institutions
SAFT,Finance,Property-Casualty Insurers
ANIP,Health Care,Major Pharmaceuticals
JASO,Technology,Semiconductors
PIO,n/a,n/a
CHMG,Finance,Major Banks
BKCC,n/a,n/a
PID,n/a,n/a
PIE,n/a,n/a
INAP,Technology,"Computer Software: Programming, Data Processing"
FLIR,Capital Goods,Industrial Machinery/Components
TURN,Finance,Finance/Investors Services
PIZ,n/a,n/a
MYL,Health Care,Major Pharmaceuticals
FLIC,Finance,Major Banks
SYKE,Technology,EDP Services
CCIH,Technology,EDP Services
JJSF,Consumer Non-Durables,Specialty Foods
MRCC,n/a,n/a
NXST,Consumer Services,Broadcasting
ON,Technology,Semiconductors
CDXS,Basic Industries,Major Chemicals
TTMI,Technology,Electrical Products
ARQL,Health Care,Major Pharmaceuticals
NTRS,Finance,Major Banks
NTRI,Consumer Services,Catalog/Specialty Distribution
